marks,year,caste,list,subject,cutoff,result
93,2020,NT-D,2nd,PCM,,
57,2020,ST,2nd,PCM,,
47,2020,EBC,2nd,PCM,,
53,2020,OBC,2nd,PCM,,
94,2020,NT-C,2nd,PCM,,
69,2020,NT-B,2nd,PCM,,
48,2020,SEBC,2nd,PCM,,
54,2020,NT-C,2nd,PCM,,
62,2020,ST,2nd,PCM,,
84,2020,SEBC,2nd,PCM,,
43,2020,SBC,2nd,PCM,,
55,2020,SBC,2nd,PCM,,
45,2020,Open,2nd,PCM,,
55,2020,SEBC,2nd,PCM,,
42,2020,SEBC,2nd,PCM,,
71,2020,NT-D,2nd,PCM,,
35,2020,VJ-A,2nd,PCM,,
45,2020,NT-D,2nd,PCM,,
37,2020,SC,2nd,PCM,,
82,2020,SBC,2nd,PCM,,
94,2020,NT-D,2nd,PCM,,
53,2020,NT-B,2nd,PCM,,
91,2020,SEBC,2nd,PCM,,
90,2020,OBC,2nd,PCM,,
70,2020,NT-B,2nd,PCM,,
37,2020,NT-C,2nd,PCM,,
35,2020,SEBC,2nd,PCM,,
36,2020,SEBC,2nd,PCM,,
77,2020,VJ-A,2nd,PCM,,
92,2020,SEBC,2nd,PCM,,
71,2020,EBC,2nd,PCM,,
56,2020,SC,2nd,PCM,,
39,2020,SEBC,2nd,PCM,,
70,2020,NT-C,2nd,PCM,,
96,2020,OBC,2nd,PCM,,
71,2020,NT-B,2nd,PCM,,
80,2020,SBC,2nd,PCM,,
98,2020,NT-D,2nd,PCM,,
37,2020,NT-B,2nd,PCM,,
45,2020,SBC,2nd,PCM,,
65,2020,NT-B,2nd,PCM,,
46,2020,OBC,2nd,PCM,,
96,2020,NT-D,2nd,PCM,,
75,2020,SC,2nd,PCM,,
54,2020,ST,2nd,PCM,,
100,2020,ST,2nd,PCM,,
44,2020,Open,2nd,PCM,,
80,2020,Open,2nd,PCM,,
66,2020,NT-B,2nd,PCM,,
96,2020,SC,2nd,PCM,,
77,2020,EBC,2nd,PCM,,
99,2020,OBC,2nd,PCM,,
39,2020,EBC,2nd,PCM,,
97,2020,NT-B,2nd,PCM,,
66,2020,NT-B,2nd,PCM,,
93,2020,VJ-A,2nd,PCM,,
81,2020,NT-D,2nd,PCM,,
61,2020,SC,2nd,PCM,,
53,2020,SBC,2nd,PCM,,
70,2020,SEBC,2nd,PCM,,
46,2020,OBC,2nd,PCM,,
36,2020,Open,2nd,PCM,,
43,2020,OBC,2nd,PCM,,
66,2020,ST,2nd,PCM,,
86,2020,EBC,2nd,PCM,,
76,2020,SEBC,2nd,PCM,,
42,2020,NT-D,2nd,PCM,,
63,2020,OBC,2nd,PCM,,
41,2020,ST,2nd,PCM,,
37,2020,VJ-A,2nd,PCM,,
58,2020,EBC,2nd,PCM,,
77,2020,NT-B,2nd,PCM,,
42,2020,NT-D,2nd,PCM,,
68,2020,SEBC,2nd,PCM,,
84,2020,OBC,2nd,PCM,,
97,2020,NT-D,2nd,PCM,,
96,2020,NT-D,2nd,PCM,,
45,2020,NT-D,2nd,PCM,,
88,2020,SC,2nd,PCM,,
51,2020,ST,2nd,PCM,,
96,2020,SC,2nd,PCM,,
45,2020,NT-C,2nd,PCM,,
60,2020,SC,2nd,PCM,,
94,2020,OBC,2nd,PCM,,
57,2020,VJ-A,2nd,PCM,,
96,2020,Open,2nd,PCM,,
59,2020,SEBC,2nd,PCM,,
98,2020,OBC,2nd,PCM,,
90,2020,EBC,2nd,PCM,,
90,2020,ST,2nd,PCM,,
64,2020,NT-B,2nd,PCM,,
85,2020,Open,2nd,PCM,,
37,2020,VJ-A,2nd,PCM,,
85,2020,NT-C,2nd,PCM,,
85,2020,VJ-A,2nd,PCM,,
55,2020,SEBC,2nd,PCM,,
77,2020,NT-D,2nd,PCM,,
36,2020,SBC,2nd,PCM,,
44,2020,OBC,2nd,PCM,,
83,2020,VJ-A,2nd,PCM,,
36,2020,NT-D,2nd,PCM,,
61,2020,EBC,2nd,PCM,,
54,2020,NT-C,2nd,PCM,,
51,2020,NT-C,2nd,PCM,,
46,2020,NT-B,2nd,PCM,,
78,2020,SEBC,2nd,PCM,,
77,2020,SBC,2nd,PCM,,
53,2020,Open,2nd,PCM,,
97,2020,SC,2nd,PCM,,
81,2020,NT-D,2nd,PCM,,
89,2020,SBC,2nd,PCM,,
86,2020,OBC,2nd,PCM,,
57,2020,NT-C,2nd,PCM,,
96,2020,Open,2nd,PCM,,
95,2020,SC,2nd,PCM,,
79,2020,OBC,2nd,PCM,,
35,2020,SC,2nd,PCM,,
91,2020,OBC,2nd,PCM,,
89,2020,EBC,2nd,PCM,,
42,2020,NT-C,2nd,PCM,,
43,2020,SBC,2nd,PCM,,
71,2020,SC,2nd,PCM,,
89,2020,SC,2nd,PCM,,
58,2020,SEBC,2nd,PCM,,
75,2020,OBC,2nd,PCM,,
68,2020,Open,2nd,PCM,,
86,2020,NT-C,2nd,PCM,,
82,2020,SC,2nd,PCM,,
68,2020,OBC,2nd,PCM,,
100,2020,SEBC,2nd,PCM,,
90,2020,OBC,2nd,PCM,,
51,2020,SC,2nd,PCM,,
35,2020,ST,2nd,PCM,,
100,2020,SBC,2nd,PCM,,
60,2020,OBC,2nd,PCM,,
59,2020,ST,2nd,PCM,,
85,2020,SBC,2nd,PCM,,
45,2020,ST,2nd,PCM,,
92,2020,NT-D,2nd,PCM,,
78,2020,NT-C,2nd,PCM,,
42,2020,VJ-A,2nd,PCM,,
62,2020,NT-C,2nd,PCM,,
88,2020,EBC,2nd,PCM,,
97,2020,OBC,2nd,PCM,,
74,2020,NT-C,2nd,PCM,,
64,2020,NT-D,2nd,PCM,,
85,2020,NT-B,2nd,PCM,,
93,2020,Open,2nd,PCM,,
70,2020,Open,2nd,PCM,,
81,2020,SC,2nd,PCM,,
92,2020,NT-C,2nd,PCM,,
96,2020,NT-C,2nd,PCM,,
82,2020,OBC,2nd,PCM,,
91,2020,OBC,2nd,PCM,,
95,2020,SBC,2nd,PCM,,
88,2020,SC,2nd,PCM,,
66,2020,NT-C,2nd,PCM,,
53,2020,NT-C,2nd,PCM,,
94,2020,NT-B,2nd,PCM,,
76,2020,NT-D,2nd,PCM,,
65,2020,EBC,2nd,PCM,,
36,2020,OBC,2nd,PCM,,
99,2020,OBC,2nd,PCM,,
51,2020,SC,2nd,PCM,,
50,2020,OBC,2nd,PCM,,
90,2020,NT-C,2nd,PCM,,
92,2020,NT-D,2nd,PCM,,
65,2020,NT-B,2nd,PCM,,
76,2020,SEBC,2nd,PCM,,
76,2020,EBC,2nd,PCM,,
44,2020,OBC,2nd,PCM,,
65,2020,SC,2nd,PCM,,
43,2020,NT-B,2nd,PCM,,
92,2020,EBC,2nd,PCM,,
66,2020,SEBC,2nd,PCM,,
83,2020,Open,2nd,PCM,,
93,2020,SBC,2nd,PCM,,
46,2020,OBC,2nd,PCM,,
63,2020,OBC,2nd,PCM,,
46,2020,OBC,2nd,PCM,,
100,2020,NT-B,2nd,PCM,,
40,2020,NT-B,2nd,PCM,,
61,2020,NT-D,2nd,PCM,,
71,2020,EBC,2nd,PCM,,
86,2020,VJ-A,2nd,PCM,,
86,2020,VJ-A,2nd,PCM,,
59,2020,NT-C,2nd,PCM,,
36,2020,VJ-A,2nd,PCM,,
49,2020,Open,2nd,PCM,,
62,2020,EBC,2nd,PCM,,
79,2020,Open,2nd,PCM,,
96,2020,SBC,2nd,PCM,,
50,2020,VJ-A,2nd,PCM,,
86,2020,NT-C,2nd,PCM,,
38,2020,EBC,2nd,PCM,,
60,2020,ST,2nd,PCM,,
76,2020,SEBC,2nd,PCM,,
62,2020,SEBC,2nd,PCM,,
60,2020,EBC,2nd,PCM,,
76,2020,NT-D,2nd,PCM,,
94,2020,ST,2nd,PCM,,
77,2020,Open,2nd,PCM,,
87,2020,NT-D,2nd,PCM,,
57,2020,OBC,2nd,PCM,,
87,2020,NT-D,2nd,PCM,,
60,2020,SC,2nd,PCM,,
96,2020,SC,2nd,PCM,,
40,2020,VJ-A,2nd,PCM,,
43,2020,NT-B,2nd,PCM,,
36,2020,NT-D,2nd,PCM,,
40,2020,VJ-A,2nd,PCM,,
42,2020,EBC,2nd,PCM,,
79,2020,ST,2nd,PCM,,
46,2020,NT-D,2nd,PCM,,
42,2020,NT-B,2nd,PCM,,
63,2020,ST,2nd,PCM,,
65,2020,NT-D,2nd,PCM,,
57,2020,NT-D,2nd,PCM,,
93,2020,NT-C,2nd,PCM,,
71,2020,ST,2nd,PCM,,
83,2020,NT-B,2nd,PCM,,
82,2020,ST,2nd,PCM,,
53,2020,VJ-A,2nd,PCM,,
83,2020,SC,2nd,PCM,,
94,2020,NT-C,2nd,PCM,,
46,2020,NT-C,2nd,PCM,,
80,2020,EBC,2nd,PCM,,
95,2020,SC,2nd,PCM,,
39,2020,SC,2nd,PCM,,
82,2020,ST,2nd,PCM,,
89,2020,NT-C,2nd,PCM,,
48,2020,SEBC,2nd,PCM,,
64,2020,SC,2nd,PCM,,
98,2020,NT-D,2nd,PCM,,
94,2020,SBC,2nd,PCM,,
48,2020,SBC,2nd,PCM,,
46,2020,SEBC,2nd,PCM,,
93,2020,EBC,2nd,PCM,,
66,2020,OBC,2nd,PCM,,
97,2020,Open,2nd,PCM,,
48,2020,OBC,2nd,PCM,,
52,2020,SEBC,2nd,PCM,,
67,2020,EBC,2nd,PCM,,
79,2020,SC,2nd,PCM,,
84,2020,EBC,2nd,PCM,,
72,2020,NT-B,2nd,PCM,,
100,2020,Open,2nd,PCM,,
50,2020,NT-D,2nd,PCM,,
52,2020,SC,2nd,PCM,,
47,2020,OBC,2nd,PCM,,
93,2020,VJ-A,2nd,PCM,,
54,2020,SC,2nd,PCM,,
100,2020,SBC,2nd,PCM,,
72,2020,NT-D,2nd,PCM,,
88,2020,NT-C,2nd,PCM,,
81,2020,Open,2nd,PCM,,
37,2020,NT-B,2nd,PCM,,
88,2020,NT-B,2nd,PCM,,
82,2020,ST,2nd,PCM,,
38,2020,EBC,2nd,PCM,,
48,2020,Open,2nd,PCM,,
58,2020,OBC,2nd,PCM,,
64,2020,OBC,2nd,PCM,,
100,2020,OBC,2nd,PCM,,
99,2020,NT-C,2nd,PCM,,
58,2020,NT-C,2nd,PCM,,
74,2020,SBC,2nd,PCM,,
56,2020,SC,2nd,PCM,,
98,2020,NT-B,2nd,PCM,,
50,2020,NT-D,2nd,PCM,,
90,2020,SBC,2nd,PCM,,
95,2020,SC,2nd,PCM,,
82,2020,EBC,2nd,PCM,,
65,2020,EBC,2nd,PCM,,
77,2020,SEBC,2nd,PCM,,
53,2020,ST,2nd,PCM,,
74,2020,ST,2nd,PCM,,
35,2020,EBC,2nd,PCM,,
84,2020,NT-D,2nd,PCM,,
90,2020,NT-D,2nd,PCM,,
99,2020,VJ-A,2nd,PCM,,
76,2020,OBC,2nd,PCM,,
74,2020,ST,2nd,PCM,,
76,2020,SBC,2nd,PCM,,
44,2020,SEBC,2nd,PCM,,
66,2020,Open,2nd,PCM,,
84,2020,OBC,2nd,PCM,,
100,2020,SBC,2nd,PCM,,
48,2020,NT-B,2nd,PCM,,
92,2020,SBC,2nd,PCM,,
53,2020,NT-B,2nd,PCM,,
98,2020,VJ-A,2nd,PCM,,
81,2020,VJ-A,2nd,PCM,,
98,2020,SEBC,2nd,PCM,,
81,2020,NT-B,2nd,PCM,,
90,2020,NT-B,2nd,PCM,,
78,2020,ST,2nd,PCM,,
99,2020,SC,2nd,PCM,,
39,2020,VJ-A,2nd,PCM,,
87,2020,NT-C,2nd,PCM,,
96,2020,SBC,2nd,PCM,,
72,2020,VJ-A,2nd,PCM,,
88,2020,SC,2nd,PCM,,
74,2020,NT-B,2nd,PCM,,
52,2020,OBC,2nd,PCM,,
55,2020,SEBC,2nd,PCM,,
53,2020,NT-D,2nd,PCM,,
43,2020,OBC,2nd,PCM,,
97,2020,NT-D,2nd,PCM,,
56,2020,VJ-A,2nd,PCM,,
84,2020,NT-C,2nd,PCM,,
96,2020,NT-C,2nd,PCM,,
56,2020,OBC,2nd,PCM,,
100,2020,SEBC,2nd,PCM,,
65,2020,NT-B,2nd,PCM,,
44,2020,SEBC,2nd,PCM,,
46,2020,OBC,2nd,PCM,,
66,2020,OBC,2nd,PCM,,
72,2020,SBC,2nd,PCM,,
37,2020,SC,2nd,PCM,,
78,2020,SEBC,2nd,PCM,,
86,2020,SEBC,2nd,PCM,,
69,2020,OBC,2nd,PCM,,
76,2020,OBC,2nd,PCM,,
51,2020,SBC,2nd,PCM,,
70,2020,SEBC,2nd,PCM,,
38,2020,NT-C,2nd,PCM,,
78,2020,SEBC,2nd,PCM,,
75,2020,SEBC,2nd,PCM,,
53,2020,Open,2nd,PCM,,
82,2020,ST,2nd,PCM,,
52,2020,NT-C,2nd,PCM,,
63,2020,SC,2nd,PCM,,
97,2020,SC,2nd,PCM,,
40,2020,VJ-A,2nd,PCM,,
65,2020,ST,2nd,PCM,,
82,2020,EBC,2nd,PCM,,
87,2020,NT-C,2nd,PCM,,
73,2020,NT-C,2nd,PCM,,
43,2020,NT-C,2nd,PCM,,
45,2020,SC,2nd,PCM,,
72,2020,Open,2nd,PCM,,
78,2020,VJ-A,2nd,PCM,,
44,2020,ST,2nd,PCM,,
77,2020,SC,2nd,PCM,,
57,2020,Open,2nd,PCM,,
94,2020,OBC,2nd,PCM,,
36,2020,VJ-A,2nd,PCM,,
68,2020,SBC,2nd,PCM,,
35,2020,SBC,2nd,PCM,,
87,2020,NT-B,2nd,PCM,,
65,2020,SEBC,2nd,PCM,,
39,2020,EBC,2nd,PCM,,
81,2020,SBC,2nd,PCM,,
98,2020,OBC,2nd,PCM,,
63,2020,NT-B,2nd,PCM,,
55,2020,NT-B,2nd,PCM,,
58,2020,NT-D,2nd,PCM,,
84,2020,Open,2nd,PCM,,
71,2020,OBC,2nd,PCM,,
71,2020,NT-B,2nd,PCM,,
69,2020,SEBC,2nd,PCM,,
84,2020,SEBC,2nd,PCM,,
50,2020,NT-B,2nd,PCM,,
82,2020,Open,2nd,PCM,,
90,2020,SBC,2nd,PCM,,
75,2020,SBC,2nd,PCM,,
49,2020,SEBC,2nd,PCM,,
83,2020,VJ-A,2nd,PCM,,
56,2020,NT-D,2nd,PCM,,
59,2020,SEBC,2nd,PCM,,
35,2020,SC,2nd,PCM,,
88,2020,OBC,2nd,PCM,,
51,2020,OBC,2nd,PCM,,
61,2020,NT-B,2nd,PCM,,
91,2020,SC,2nd,PCM,,
99,2020,NT-B,2nd,PCM,,
35,2020,OBC,2nd,PCM,,
52,2020,ST,2nd,PCM,,
95,2020,NT-C,2nd,PCM,,
97,2020,NT-B,2nd,PCM,,
78,2020,OBC,2nd,PCM,,
88,2020,EBC,2nd,PCM,,
41,2020,VJ-A,2nd,PCM,,
62,2020,VJ-A,2nd,PCM,,
64,2020,VJ-A,2nd,PCM,,
60,2020,NT-D,2nd,PCM,,
60,2020,VJ-A,2nd,PCM,,
54,2020,Open,2nd,PCM,,
88,2020,SC,2nd,PCM,,
74,2020,ST,2nd,PCM,,
74,2020,SEBC,2nd,PCM,,
80,2020,NT-B,2nd,PCM,,
36,2020,NT-B,2nd,PCM,,
61,2020,NT-B,2nd,PCM,,
48,2020,NT-C,2nd,PCM,,
70,2020,VJ-A,2nd,PCM,,
78,2020,EBC,2nd,PCM,,
93,2020,EBC,2nd,PCM,,
35,2020,ST,2nd,PCM,,
92,2020,Open,2nd,PCM,,
42,2020,SEBC,2nd,PCM,,
93,2020,ST,2nd,PCM,,
48,2020,NT-C,2nd,PCM,,
36,2020,NT-D,2nd,PCM,,
68,2020,EBC,2nd,PCM,,
50,2020,NT-D,2nd,PCM,,
93,2020,Open,2nd,PCM,,
55,2020,Open,2nd,PCM,,
97,2020,Open,2nd,PCM,,
47,2020,VJ-A,2nd,PCM,,
84,2020,EBC,2nd,PCM,,
65,2020,ST,2nd,PCM,,
60,2020,VJ-A,2nd,PCM,,
62,2020,SBC,2nd,PCM,,
71,2020,EBC,2nd,PCM,,
78,2020,SBC,2nd,PCM,,
73,2020,VJ-A,2nd,PCM,,
57,2020,SC,2nd,PCM,,
85,2020,NT-D,2nd,PCM,,
51,2020,NT-C,2nd,PCM,,
63,2020,NT-C,2nd,PCM,,
83,2020,VJ-A,2nd,PCM,,
44,2020,SC,2nd,PCM,,
45,2020,NT-C,2nd,PCM,,
94,2020,SEBC,2nd,PCM,,
72,2020,Open,2nd,PCM,,
81,2020,VJ-A,2nd,PCM,,
36,2020,SBC,2nd,PCM,,
49,2020,Open,2nd,PCM,,
64,2020,ST,2nd,PCM,,
46,2020,EBC,2nd,PCM,,
74,2020,NT-D,2nd,PCM,,
63,2020,VJ-A,2nd,PCM,,
58,2020,OBC,2nd,PCM,,
56,2020,VJ-A,2nd,PCM,,
35,2020,NT-D,2nd,PCM,,
69,2020,VJ-A,2nd,PCM,,
47,2020,NT-C,2nd,PCM,,
73,2020,SC,2nd,PCM,,
54,2020,NT-B,2nd,PCM,,
51,2020,ST,2nd,PCM,,
60,2020,NT-D,2nd,PCM,,
41,2020,ST,2nd,PCM,,
61,2020,NT-C,2nd,PCM,,
62,2020,SBC,2nd,PCM,,
66,2020,EBC,2nd,PCM,,
72,2020,SBC,2nd,PCM,,
70,2020,SC,2nd,PCM,,
88,2020,NT-D,2nd,PCM,,
45,2020,NT-D,2nd,PCM,,
92,2020,Open,2nd,PCM,,
73,2020,NT-B,2nd,PCM,,
75,2020,SC,2nd,PCM,,
64,2020,ST,2nd,PCM,,
100,2020,Open,2nd,PCM,,
75,2020,VJ-A,2nd,PCM,,
49,2020,OBC,2nd,PCM,,
61,2020,NT-B,2nd,PCM,,
52,2020,SBC,2nd,PCM,,
99,2020,SBC,2nd,PCM,,
35,2020,SEBC,2nd,PCM,,
69,2020,NT-D,2nd,PCM,,
42,2020,SBC,2nd,PCM,,
62,2020,NT-C,2nd,PCM,,
81,2020,EBC,2nd,PCM,,
51,2020,NT-D,2nd,PCM,,
78,2020,EBC,2nd,PCM,,
67,2020,VJ-A,3rd,PCM,,
84,2020,SC,3rd,PCM,,
87,2020,OBC,3rd,PCM,,
89,2020,NT-C,3rd,PCM,,
72,2020,ST,3rd,PCM,,
70,2020,SC,3rd,PCM,,
94,2020,ST,3rd,PCM,,
90,2020,NT-C,3rd,PCM,,
46,2020,EBC,3rd,PCM,,
91,2020,SC,3rd,PCM,,
38,2020,Open,3rd,PCM,,
78,2020,VJ-A,3rd,PCM,,
55,2020,SBC,3rd,PCM,,
41,2020,Open,3rd,PCM,,
39,2020,OBC,3rd,PCM,,
63,2020,NT-D,3rd,PCM,,
97,2020,NT-D,3rd,PCM,,
37,2020,SBC,3rd,PCM,,
35,2020,NT-B,3rd,PCM,,
37,2020,EBC,3rd,PCM,,
86,2020,NT-B,3rd,PCM,,
60,2020,NT-D,3rd,PCM,,
59,2020,ST,3rd,PCM,,
74,2020,NT-B,3rd,PCM,,
60,2020,NT-D,3rd,PCM,,
47,2020,NT-C,3rd,PCM,,
64,2020,Open,3rd,PCM,,
67,2020,OBC,3rd,PCM,,
41,2020,EBC,3rd,PCM,,
91,2020,EBC,3rd,PCM,,
38,2020,NT-C,3rd,PCM,,
100,2020,Open,3rd,PCM,,
97,2020,SC,3rd,PCM,,
79,2020,Open,3rd,PCM,,
68,2020,Open,3rd,PCM,,
41,2020,NT-B,3rd,PCM,,
46,2020,SC,3rd,PCM,,
47,2020,SEBC,3rd,PCM,,
48,2020,SC,3rd,PCM,,
91,2020,NT-B,3rd,PCM,,
70,2020,SEBC,3rd,PCM,,
41,2020,VJ-A,3rd,PCM,,
74,2020,Open,3rd,PCM,,
41,2020,NT-B,3rd,PCM,,
62,2020,SEBC,3rd,PCM,,
71,2020,SC,3rd,PCM,,
76,2020,NT-B,3rd,PCM,,
61,2020,NT-C,3rd,PCM,,
36,2020,Open,3rd,PCM,,
61,2020,SEBC,3rd,PCM,,
65,2020,NT-D,3rd,PCM,,
38,2020,SEBC,3rd,PCM,,
54,2020,ST,3rd,PCM,,
89,2020,SEBC,3rd,PCM,,
97,2020,SC,3rd,PCM,,
84,2020,EBC,3rd,PCM,,
98,2020,NT-D,3rd,PCM,,
95,2020,SBC,3rd,PCM,,
83,2020,VJ-A,3rd,PCM,,
84,2020,NT-C,3rd,PCM,,
56,2020,ST,3rd,PCM,,
96,2020,Open,3rd,PCM,,
64,2020,VJ-A,3rd,PCM,,
66,2020,NT-C,3rd,PCM,,
98,2020,SBC,3rd,PCM,,
68,2020,Open,3rd,PCM,,
68,2020,VJ-A,3rd,PCM,,
98,2020,NT-D,3rd,PCM,,
52,2020,NT-D,3rd,PCM,,
60,2020,SBC,3rd,PCM,,
69,2020,NT-B,3rd,PCM,,
67,2020,SC,3rd,PCM,,
81,2020,SEBC,3rd,PCM,,
40,2020,NT-D,3rd,PCM,,
65,2020,OBC,3rd,PCM,,
84,2020,NT-C,3rd,PCM,,
69,2020,NT-D,3rd,PCM,,
91,2020,VJ-A,3rd,PCM,,
67,2020,EBC,3rd,PCM,,
86,2020,Open,3rd,PCM,,
64,2020,Open,3rd,PCM,,
85,2020,NT-B,3rd,PCM,,
91,2020,EBC,3rd,PCM,,
51,2020,EBC,3rd,PCM,,
43,2020,EBC,3rd,PCM,,
61,2020,SBC,3rd,PCM,,
39,2020,SC,3rd,PCM,,
71,2020,Open,3rd,PCM,,
81,2020,EBC,3rd,PCM,,
86,2020,EBC,3rd,PCM,,
54,2020,OBC,3rd,PCM,,
51,2020,EBC,3rd,PCM,,
64,2020,SBC,3rd,PCM,,
60,2020,NT-D,3rd,PCM,,
100,2020,OBC,3rd,PCM,,
61,2020,NT-D,3rd,PCM,,
98,2020,NT-D,3rd,PCM,,
81,2020,NT-D,3rd,PCM,,
74,2020,VJ-A,3rd,PCM,,
45,2020,NT-D,3rd,PCM,,
99,2020,ST,3rd,PCM,,
37,2020,OBC,3rd,PCM,,
71,2020,EBC,3rd,PCM,,
88,2020,NT-B,3rd,PCM,,
69,2020,VJ-A,3rd,PCM,,
76,2020,NT-C,3rd,PCM,,
58,2020,NT-D,3rd,PCM,,
74,2020,VJ-A,3rd,PCM,,
91,2020,VJ-A,3rd,PCM,,
43,2020,ST,3rd,PCM,,
67,2020,SEBC,3rd,PCM,,
78,2020,SBC,3rd,PCM,,
58,2020,SBC,3rd,PCM,,
57,2020,NT-B,3rd,PCM,,
89,2020,VJ-A,3rd,PCM,,
46,2020,Open,3rd,PCM,,
69,2020,NT-B,3rd,PCM,,
56,2020,EBC,3rd,PCM,,
93,2020,NT-C,3rd,PCM,,
76,2020,VJ-A,3rd,PCM,,
65,2020,SC,3rd,PCM,,
73,2020,SC,3rd,PCM,,
64,2020,NT-B,3rd,PCM,,
42,2020,NT-D,3rd,PCM,,
93,2020,SC,3rd,PCM,,
50,2020,SEBC,3rd,PCM,,
91,2020,ST,3rd,PCM,,
49,2020,EBC,3rd,PCM,,
57,2020,NT-B,3rd,PCM,,
61,2020,VJ-A,3rd,PCM,,
98,2020,NT-B,3rd,PCM,,
60,2020,SEBC,3rd,PCM,,
64,2020,EBC,3rd,PCM,,
35,2020,NT-B,3rd,PCM,,
46,2020,NT-D,3rd,PCM,,
84,2020,SEBC,3rd,PCM,,
85,2020,NT-B,3rd,PCM,,
58,2020,NT-C,3rd,PCM,,
58,2020,OBC,3rd,PCM,,
36,2020,VJ-A,3rd,PCM,,
98,2020,SBC,3rd,PCM,,
57,2020,SC,3rd,PCM,,
61,2020,Open,3rd,PCM,,
89,2020,Open,3rd,PCM,,
99,2020,SBC,3rd,PCM,,
88,2020,NT-D,3rd,PCM,,
88,2020,SBC,3rd,PCM,,
37,2020,ST,3rd,PCM,,
95,2020,VJ-A,3rd,PCM,,
39,2020,NT-B,3rd,PCM,,
49,2020,SBC,3rd,PCM,,
55,2020,NT-D,3rd,PCM,,
70,2020,SBC,3rd,PCM,,
77,2020,EBC,3rd,PCM,,
51,2020,NT-B,3rd,PCM,,
99,2020,VJ-A,3rd,PCM,,
57,2020,EBC,3rd,PCM,,
59,2020,EBC,3rd,PCM,,
83,2020,NT-B,3rd,PCM,,
55,2020,EBC,3rd,PCM,,
64,2020,OBC,3rd,PCM,,
63,2020,NT-D,3rd,PCM,,
98,2020,SEBC,3rd,PCM,,
38,2020,NT-D,3rd,PCM,,
84,2020,ST,3rd,PCM,,
40,2020,NT-B,3rd,PCM,,
66,2020,SBC,3rd,PCM,,
58,2020,OBC,3rd,PCM,,
81,2020,NT-C,3rd,PCM,,
77,2020,SEBC,3rd,PCM,,
94,2020,ST,3rd,PCM,,
54,2020,Open,3rd,PCM,,
61,2020,EBC,3rd,PCM,,
38,2020,EBC,3rd,PCM,,
96,2020,OBC,3rd,PCM,,
99,2020,Open,3rd,PCM,,
50,2020,EBC,3rd,PCM,,
99,2020,NT-C,3rd,PCM,,
83,2020,ST,3rd,PCM,,
79,2020,SC,3rd,PCM,,
73,2020,NT-C,3rd,PCM,,
91,2020,ST,3rd,PCM,,
43,2020,SBC,3rd,PCM,,
49,2020,OBC,3rd,PCM,,
39,2020,SBC,3rd,PCM,,
55,2020,ST,3rd,PCM,,
71,2020,VJ-A,3rd,PCM,,
68,2020,NT-B,3rd,PCM,,
95,2020,SBC,3rd,PCM,,
75,2020,NT-C,3rd,PCM,,
49,2020,NT-B,3rd,PCM,,
66,2020,NT-C,3rd,PCM,,
78,2020,OBC,3rd,PCM,,
60,2020,Open,3rd,PCM,,
66,2020,NT-B,3rd,PCM,,
65,2020,EBC,3rd,PCM,,
86,2020,NT-B,3rd,PCM,,
100,2020,SBC,3rd,PCM,,
55,2020,SC,3rd,PCM,,
77,2020,SC,3rd,PCM,,
90,2020,NT-D,3rd,PCM,,
86,2020,OBC,3rd,PCM,,
47,2020,NT-D,3rd,PCM,,
92,2020,NT-C,3rd,PCM,,
78,2020,VJ-A,3rd,PCM,,
76,2020,OBC,3rd,PCM,,
70,2020,VJ-A,3rd,PCM,,
74,2020,Open,3rd,PCM,,
96,2020,VJ-A,3rd,PCM,,
57,2020,Open,3rd,PCM,,
78,2020,SBC,3rd,PCM,,
96,2020,SBC,3rd,PCM,,
43,2020,SBC,3rd,PCM,,
45,2020,ST,3rd,PCM,,
58,2020,NT-D,3rd,PCM,,
86,2020,ST,3rd,PCM,,
50,2020,NT-B,3rd,PCM,,
69,2020,SC,3rd,PCM,,
91,2020,SC,3rd,PCM,,
37,2020,VJ-A,3rd,PCM,,
38,2020,SEBC,3rd,PCM,,
50,2020,ST,3rd,PCM,,
81,2020,EBC,3rd,PCM,,
96,2020,NT-D,3rd,PCM,,
62,2020,NT-C,3rd,PCM,,
53,2020,SC,3rd,PCM,,
62,2020,NT-C,3rd,PCM,,
90,2020,VJ-A,3rd,PCM,,
59,2020,NT-B,3rd,PCM,,
73,2020,SEBC,3rd,PCM,,
82,2020,OBC,3rd,PCM,,
73,2020,SEBC,3rd,PCM,,
50,2020,ST,3rd,PCM,,
48,2020,SBC,3rd,PCM,,
37,2020,OBC,3rd,PCM,,
91,2020,EBC,3rd,PCM,,
61,2020,ST,3rd,PCM,,
94,2020,NT-C,3rd,PCM,,
35,2020,Open,3rd,PCM,,
74,2020,NT-D,3rd,PCM,,
53,2020,NT-B,3rd,PCM,,
76,2020,SC,3rd,PCM,,
98,2020,SEBC,3rd,PCM,,
98,2020,OBC,3rd,PCM,,
48,2020,SC,3rd,PCM,,
77,2020,SBC,3rd,PCM,,
62,2020,SC,3rd,PCM,,
68,2020,Open,3rd,PCM,,
36,2020,ST,3rd,PCM,,
75,2020,SC,3rd,PCM,,
68,2020,NT-C,3rd,PCM,,
51,2020,NT-C,3rd,PCM,,
62,2020,NT-C,3rd,PCM,,
82,2020,Open,3rd,PCM,,
97,2020,OBC,3rd,PCM,,
75,2020,Open,3rd,PCM,,
