marks,year,caste,list,cutoff,result
96,2019,Open,1st,76,1
48,2019,SEBC,1st,48,0
80,2019,SBC,1st,68,1
81,2019,SBC,1st,68,1
77,2019,SBC,1st,68,1
65,2019,Open,1st,76,0
87,2019,NT-D,1st,42,1
40,2019,NT-B,1st,45,0
87,2019,NT-B,1st,45,1
56,2019,NT-C,1st,42,1
80,2019,Open,1st,76,1
62,2019,SC,1st,42,1
82,2019,Open,1st,76,1
83,2019,VJ-A,1st,63,1
39,2019,NT-B,1st,45,0
93,2019,SBC,1st,68,1
41,2019,SBC,1st,68,0
57,2019,SC,1st,42,1
50,2019,VJ-A,1st,63,0
36,2019,SBC,1st,68,0
64,2019,NT-D,1st,42,1
83,2019,NT-C,1st,42,1
38,2019,NT-D,1st,42,0
71,2019,EBC,1st,56,1
65,2019,SBC,1st,68,0
41,2019,NT-C,1st,42,0
67,2019,SBC,1st,68,0
44,2019,NT-B,1st,45,0
93,2019,VJ-A,1st,63,1
46,2019,NT-B,1st,45,1
77,2019,NT-C,1st,42,1
63,2019,Open,1st,76,0
66,2019,OBC,1st,69,0
55,2019,NT-C,1st,42,1
36,2019,EBC,1st,56,0
60,2019,Open,1st,76,0
62,2019,Open,1st,76,0
80,2019,SEBC,1st,48,1
87,2019,Open,1st,76,1
69,2019,SC,1st,42,1
99,2019,ST,1st,52,1
79,2019,OBC,1st,69,1
50,2019,Open,1st,76,0
87,2019,NT-D,1st,42,1
50,2019,SBC,1st,68,0
54,2019,SBC,1st,68,0
89,2019,Open,1st,76,1
84,2019,NT-C,1st,42,1
71,2019,SBC,1st,68,1
81,2019,OBC,1st,69,1
51,2019,NT-D,1st,42,1
79,2019,Open,1st,76,1
82,2019,NT-C,1st,42,1
37,2019,SEBC,1st,48,0
82,2019,SC,1st,42,1
51,2019,NT-B,1st,45,1
52,2019,SC,1st,42,1
90,2019,ST,1st,52,1
46,2019,Open,1st,76,0
68,2019,NT-D,1st,42,1
79,2019,SEBC,1st,48,1
38,2019,NT-B,1st,45,0
74,2019,SBC,1st,68,1
40,2019,NT-B,1st,45,0
93,2019,VJ-A,1st,63,1
94,2019,NT-D,1st,42,1
66,2019,Open,1st,76,0
91,2019,EBC,1st,56,1
82,2019,SBC,1st,68,1
39,2019,NT-C,1st,42,0
86,2019,SBC,1st,68,1
61,2019,EBC,1st,56,1
90,2019,OBC,1st,69,1
95,2019,SC,1st,42,1
89,2019,EBC,1st,56,1
50,2019,ST,1st,52,0
79,2019,ST,1st,52,1
42,2019,EBC,1st,56,0
49,2019,NT-C,1st,42,1
71,2019,SEBC,1st,48,1
67,2019,SEBC,1st,48,1
50,2019,VJ-A,1st,63,0
73,2019,Open,1st,76,0
79,2019,SC,1st,42,1
42,2019,VJ-A,1st,63,0
60,2019,NT-B,1st,45,1
71,2019,NT-B,1st,45,1
76,2019,NT-D,1st,42,1
48,2019,NT-B,1st,45,1
69,2019,NT-D,1st,42,1
35,2019,OBC,1st,69,0
95,2019,OBC,1st,69,1
44,2019,Open,1st,76,0
49,2019,EBC,1st,56,0
94,2019,NT-B,1st,45,1
42,2019,ST,1st,52,0
60,2019,NT-D,1st,42,1
58,2019,NT-B,1st,45,1
42,2019,SEBC,1st,48,0
48,2019,NT-B,1st,45,1
53,2019,NT-D,1st,42,1
36,2019,VJ-A,1st,63,0
94,2019,ST,1st,52,1
85,2019,EBC,1st,56,1
64,2019,NT-C,1st,42,1
58,2019,NT-C,1st,42,1
67,2019,ST,1st,52,1
80,2019,ST,1st,52,1
90,2019,SEBC,1st,48,1
51,2019,SC,1st,42,1
50,2019,SC,1st,42,1
71,2019,SC,1st,42,1
91,2019,ST,1st,52,1
52,2019,SC,1st,42,1
85,2019,NT-D,1st,42,1
38,2019,NT-D,1st,42,0
71,2019,SC,1st,42,1
84,2019,SBC,1st,68,1
69,2019,NT-B,1st,45,1
66,2019,OBC,1st,69,0
37,2019,NT-B,1st,45,0
41,2019,NT-B,1st,45,0
58,2019,NT-B,1st,45,1
84,2019,NT-C,1st,42,1
82,2019,Open,1st,76,1
87,2019,SC,1st,42,1
92,2019,OBC,1st,69,1
75,2019,NT-D,1st,42,1
96,2019,ST,1st,52,1
76,2019,OBC,1st,69,1
81,2019,ST,1st,52,1
86,2019,VJ-A,1st,63,1
51,2019,VJ-A,1st,63,0
46,2019,VJ-A,1st,63,0
99,2019,SBC,1st,68,1
97,2019,VJ-A,1st,63,1
93,2019,ST,1st,52,1
43,2019,SC,1st,42,1
39,2019,VJ-A,1st,63,0
65,2019,ST,1st,52,1
39,2019,NT-D,1st,42,0
49,2019,SEBC,1st,48,1
46,2019,ST,1st,52,0
83,2019,NT-C,1st,42,1
79,2019,OBC,1st,69,1
61,2019,SBC,1st,68,0
99,2019,NT-C,1st,42,1
79,2019,NT-B,1st,45,1
44,2019,VJ-A,1st,63,0
60,2019,EBC,1st,56,1
52,2019,SBC,1st,68,0
88,2019,OBC,1st,69,1
91,2019,VJ-A,1st,63,1
35,2019,VJ-A,1st,63,0
41,2019,VJ-A,1st,63,0
38,2019,SC,1st,42,0
91,2019,Open,1st,76,1
62,2019,SEBC,1st,48,1
88,2019,NT-C,1st,42,1
36,2019,NT-B,1st,45,0
91,2019,SC,1st,42,1
86,2019,EBC,1st,56,1
58,2019,EBC,1st,56,1
42,2019,EBC,1st,56,0
58,2019,OBC,1st,69,0
57,2019,NT-C,1st,42,1
52,2019,SEBC,1st,48,1
94,2019,OBC,1st,69,1
84,2019,Open,1st,76,1
60,2019,SEBC,1st,48,1
98,2019,ST,1st,52,1
58,2019,SEBC,1st,48,1
72,2019,SBC,1st,68,1
43,2019,ST,1st,52,0
42,2019,SBC,1st,68,0
73,2019,NT-D,1st,42,1
75,2019,VJ-A,1st,63,1
88,2019,SBC,1st,68,1
86,2019,OBC,1st,69,1
93,2019,NT-B,1st,45,1
91,2019,NT-D,1st,42,1
63,2019,Open,1st,76,0
77,2019,EBC,1st,56,1
74,2019,OBC,1st,69,1
100,2019,OBC,1st,69,1
74,2019,VJ-A,1st,63,1
81,2019,SEBC,1st,48,1
68,2019,OBC,1st,69,0
56,2019,OBC,1st,69,0
93,2019,SC,1st,42,1
69,2019,SC,1st,42,1
72,2019,SC,1st,42,1
89,2019,NT-D,1st,42,1
81,2019,ST,1st,52,1
70,2019,SC,1st,42,1
58,2019,NT-D,1st,42,1
36,2019,NT-D,1st,42,0
69,2019,NT-C,1st,42,1
96,2019,SEBC,1st,48,1
52,2019,SC,1st,42,1
74,2019,NT-B,1st,45,1
48,2019,NT-B,1st,45,1
92,2019,OBC,1st,69,1
40,2019,OBC,1st,69,0
43,2019,EBC,1st,56,0
68,2019,Open,1st,76,0
41,2019,EBC,1st,56,0
39,2019,ST,1st,52,0
96,2019,ST,1st,52,1
80,2019,NT-C,1st,42,1
66,2019,OBC,1st,69,0
98,2019,NT-B,1st,45,1
72,2019,Open,1st,76,0
87,2019,Open,1st,76,1
47,2019,VJ-A,1st,63,0
75,2019,NT-C,1st,42,1
91,2019,NT-D,1st,42,1
52,2019,OBC,1st,69,0
50,2019,VJ-A,1st,63,0
61,2019,OBC,1st,69,0
44,2019,SC,1st,42,1
50,2019,EBC,1st,56,0
91,2019,NT-C,1st,42,1
46,2019,OBC,1st,69,0
93,2019,Open,1st,76,1
52,2019,SEBC,1st,48,1
57,2019,SBC,1st,68,0
96,2019,EBC,1st,56,1
44,2019,VJ-A,1st,63,0
43,2019,NT-B,1st,45,0
53,2019,OBC,1st,69,0
43,2019,OBC,1st,69,0
79,2019,Open,1st,76,1
58,2019,OBC,1st,69,0
36,2019,Open,1st,76,0
78,2019,SC,1st,42,1
47,2019,SEBC,1st,48,0
99,2019,ST,1st,52,1
67,2019,SBC,1st,68,0
51,2019,SEBC,1st,48,1
54,2019,NT-B,1st,45,1
46,2019,ST,1st,52,0
54,2019,EBC,1st,56,0
92,2019,NT-C,1st,42,1
99,2019,OBC,1st,69,1
60,2019,NT-C,1st,42,1
90,2019,ST,1st,52,1
48,2019,ST,1st,52,0
91,2019,ST,1st,52,1
88,2019,SBC,1st,68,1
95,2019,VJ-A,1st,63,1
71,2019,NT-D,1st,42,1
94,2019,NT-B,1st,45,1
86,2019,OBC,1st,69,1
47,2019,ST,1st,52,0
100,2019,ST,1st,52,1
70,2019,NT-D,1st,42,1
95,2019,NT-D,1st,42,1
73,2019,NT-C,1st,42,1
63,2019,SC,1st,42,1
100,2019,OBC,1st,69,1
71,2019,NT-D,1st,42,1
71,2019,Open,1st,76,0
55,2019,Open,1st,76,0
57,2019,SBC,1st,68,0
52,2019,Open,1st,76,0
35,2019,SEBC,1st,48,0
92,2019,NT-D,1st,42,1
85,2019,VJ-A,1st,63,1
93,2019,OBC,1st,69,1
77,2019,NT-D,1st,42,1
100,2019,SEBC,1st,48,1
61,2019,NT-C,1st,42,1
75,2019,NT-C,1st,42,1
45,2019,SBC,1st,68,0
55,2019,NT-B,1st,45,1
57,2019,NT-B,1st,45,1
76,2019,SC,1st,42,1
45,2019,NT-C,1st,42,1
90,2019,SEBC,1st,48,1
85,2019,OBC,1st,69,1
65,2019,OBC,1st,69,0
46,2019,ST,1st,52,0
73,2019,Open,1st,76,0
56,2019,NT-B,1st,45,1
56,2019,SC,1st,42,1
70,2019,NT-C,1st,42,1
58,2019,EBC,1st,56,1
56,2019,SEBC,1st,48,1
64,2019,NT-D,1st,42,1
84,2019,OBC,1st,69,1
55,2019,SC,1st,42,1
92,2019,OBC,1st,69,1
39,2019,Open,1st,76,0
85,2019,ST,1st,52,1
75,2019,SEBC,1st,48,1
95,2019,SBC,1st,68,1
81,2019,Open,1st,76,1
37,2019,NT-C,1st,42,0
97,2019,EBC,1st,56,1
58,2019,ST,1st,52,1
58,2019,SC,1st,42,1
46,2019,SEBC,1st,48,0
92,2019,SEBC,1st,48,1
79,2019,VJ-A,1st,63,1
67,2019,OBC,1st,69,0
99,2019,NT-D,1st,42,1
72,2019,SEBC,1st,48,1
76,2019,OBC,1st,69,1
97,2019,VJ-A,1st,63,1
54,2019,ST,1st,52,1
52,2019,ST,1st,52,0
40,2019,SEBC,1st,48,0
75,2019,SBC,1st,68,1
96,2019,SBC,1st,68,1
80,2019,SC,1st,42,1
96,2019,ST,1st,52,1
80,2019,EBC,1st,56,1
63,2019,VJ-A,1st,63,0
83,2019,NT-D,1st,42,1
39,2019,ST,1st,52,0
92,2019,SC,1st,42,1
51,2019,SBC,1st,68,0
90,2019,NT-D,1st,42,1
94,2019,SC,1st,42,1
92,2019,SBC,1st,68,1
47,2019,ST,1st,52,0
53,2019,NT-B,1st,45,1
62,2019,VJ-A,1st,63,0
79,2019,ST,1st,52,1
75,2019,NT-B,1st,45,1
43,2019,ST,1st,52,0
61,2019,OBC,1st,69,0
63,2019,NT-C,1st,42,1
80,2019,NT-B,1st,45,1
36,2019,VJ-A,1st,63,0
61,2019,ST,1st,52,1
56,2019,SBC,1st,68,0
41,2019,EBC,1st,56,0
74,2019,OBC,1st,69,1
78,2019,NT-B,1st,45,1
99,2019,OBC,1st,69,1
64,2019,NT-C,1st,42,1
51,2019,SC,1st,42,1
48,2019,Open,1st,76,0
58,2019,ST,1st,52,1
81,2019,NT-C,1st,42,1
35,2019,ST,1st,52,0
78,2019,OBC,1st,69,1
96,2019,SEBC,1st,48,1
96,2019,OBC,1st,69,1
51,2019,ST,1st,52,0
88,2019,SEBC,1st,48,1
50,2019,NT-B,1st,45,1
53,2019,EBC,1st,56,0
73,2019,SC,1st,42,1
44,2019,NT-D,1st,42,1
35,2019,OBC,1st,69,0
77,2019,NT-B,1st,45,1
40,2019,OBC,1st,69,0
40,2019,OBC,1st,69,0
97,2019,SBC,1st,68,1
45,2019,SEBC,1st,48,0
62,2019,VJ-A,1st,63,0
46,2019,EBC,1st,56,0
53,2019,OBC,1st,69,0
49,2019,Open,1st,76,0
91,2019,Open,1st,76,1
61,2019,SC,1st,42,1
83,2019,NT-D,1st,42,1
37,2019,SC,1st,42,0
52,2019,NT-C,1st,42,1
52,2019,SBC,1st,68,0
75,2019,SEBC,1st,48,1
47,2019,OBC,1st,69,0
95,2019,SBC,1st,68,1
95,2019,Open,1st,76,1
80,2019,VJ-A,1st,63,1
93,2019,SEBC,1st,48,1
35,2019,NT-B,1st,45,0
89,2019,NT-B,1st,45,1
94,2019,EBC,1st,56,1
62,2019,EBC,1st,56,1
67,2019,VJ-A,1st,63,1
54,2019,Open,1st,76,0
38,2019,EBC,1st,56,0
74,2019,OBC,1st,69,1
67,2019,NT-C,1st,42,1
59,2019,SBC,1st,68,0
85,2019,EBC,1st,56,1
97,2019,SC,1st,42,1
91,2019,Open,1st,76,1
78,2019,NT-D,1st,42,1
72,2019,ST,1st,52,1
45,2019,SEBC,1st,48,0
52,2019,SC,1st,42,1
45,2019,SC,1st,42,1
53,2019,SEBC,1st,48,1
62,2019,VJ-A,1st,63,0
54,2019,SBC,1st,68,0
41,2019,SC,1st,42,0
39,2019,VJ-A,1st,63,0
83,2019,SBC,1st,68,1
59,2019,NT-C,1st,42,1
93,2019,EBC,1st,56,1
47,2019,SBC,1st,68,0
42,2019,SEBC,1st,48,0
97,2019,VJ-A,1st,63,1
59,2019,NT-D,1st,42,1
56,2019,NT-D,1st,42,1
58,2019,SBC,1st,68,0
47,2019,SBC,1st,68,0
56,2019,SC,1st,42,1
52,2019,VJ-A,1st,63,0
51,2019,NT-C,1st,42,1
61,2019,SEBC,1st,48,1
91,2019,NT-C,1st,42,1
46,2019,OBC,1st,69,0
68,2019,SBC,1st,68,0
60,2019,SBC,1st,68,0
39,2019,ST,1st,52,0
59,2019,OBC,1st,69,0
64,2019,Open,1st,76,0
89,2019,NT-B,1st,45,1
41,2019,EBC,1st,56,0
43,2019,EBC,1st,56,0
43,2019,SBC,1st,68,0
37,2019,NT-B,1st,45,0
70,2019,SEBC,1st,48,1
96,2019,SEBC,1st,48,1
66,2019,SC,1st,42,1
50,2019,NT-D,1st,42,1
100,2019,VJ-A,1st,63,1
68,2019,Open,1st,76,0
46,2019,Open,1st,76,0
62,2019,SEBC,1st,48,1
96,2019,SC,1st,42,1
100,2019,NT-B,1st,45,1
66,2019,EBC,1st,56,1
70,2019,NT-B,1st,45,1
93,2019,NT-B,1st,45,1
67,2019,NT-D,1st,42,1
98,2019,NT-C,1st,42,1
40,2019,OBC,1st,69,0
49,2019,NT-C,1st,42,1
53,2019,OBC,1st,69,0
69,2019,NT-D,1st,42,1
57,2019,SC,1st,42,1
45,2019,OBC,1st,69,0
84,2019,NT-C,1st,42,1
39,2019,ST,1st,52,0
61,2019,Open,1st,76,0
40,2019,OBC,1st,69,0
59,2019,ST,1st,52,1
91,2019,SEBC,1st,48,1
96,2019,SBC,1st,68,1
99,2019,NT-C,1st,42,1
61,2019,Open,1st,76,0
96,2019,SBC,1st,68,1
45,2019,NT-D,1st,42,1
39,2019,EBC,1st,56,0
65,2019,OBC,1st,69,0
59,2019,SBC,1st,68,0
49,2019,ST,1st,52,0
82,2019,VJ-A,1st,63,1
44,2019,Open,1st,76,0
51,2019,SBC,1st,68,0
98,2019,NT-D,1st,42,1
42,2019,ST,1st,52,0
83,2019,Open,1st,76,1
39,2019,OBC,1st,69,0
35,2019,ST,1st,52,0
77,2019,SC,1st,42,1
58,2019,EBC,1st,56,1
47,2019,NT-D,1st,42,1
46,2019,SC,1st,42,1
95,2019,NT-D,1st,42,1
44,2019,SEBC,1st,48,0
98,2019,Open,1st,76,1
70,2019,SBC,1st,68,1
41,2019,NT-D,1st,42,0
69,2019,SEBC,1st,48,1
91,2019,SC,1st,42,1
61,2019,NT-B,1st,45,1
62,2019,VJ-A,1st,63,0
51,2019,SC,1st,42,1
50,2019,NT-D,1st,42,1
69,2019,NT-D,1st,42,1
71,2019,NT-C,1st,42,1
89,2019,NT-C,1st,42,1
59,2019,NT-D,1st,42,1
55,2019,ST,1st,52,1
82,2019,SEBC,1st,48,1
40,2019,EBC,1st,56,0
72,2019,NT-B,1st,45,1
94,2019,SBC,1st,68,1
63,2019,ST,1st,52,1
44,2019,NT-C,1st,42,1
56,2019,SEBC,1st,48,1
60,2019,EBC,1st,56,1
76,2019,OBC,1st,69,1
93,2019,EBC,1st,56,1
83,2019,SC,1st,42,1
86,2019,Open,1st,76,1
81,2019,NT-D,1st,42,1
57,2019,SEBC,1st,48,1
87,2019,Open,1st,76,1
37,2019,EBC,1st,56,0
99,2019,SC,1st,42,1
37,2019,NT-D,1st,42,0
36,2019,SEBC,1st,48,0
64,2019,SC,1st,42,1
72,2019,Open,1st,76,0
44,2019,VJ-A,1st,63,0
96,2019,VJ-A,1st,63,1
61,2019,NT-D,1st,42,1
71,2019,NT-D,1st,42,1
52,2019,NT-B,1st,45,1
52,2019,SC,1st,42,1
50,2019,NT-B,1st,45,1
64,2019,NT-B,1st,45,1
75,2019,SEBC,1st,48,1
95,2019,OBC,1st,69,1
87,2019,SEBC,1st,48,1
63,2019,NT-D,1st,42,1
65,2019,ST,1st,52,1
74,2019,SC,1st,42,1
88,2019,NT-C,1st,42,1
87,2019,SEBC,1st,48,1
55,2019,ST,1st,52,1
96,2019,OBC,1st,69,1
50,2019,VJ-A,1st,63,0
68,2019,EBC,1st,56,1
48,2019,NT-D,1st,42,1
63,2019,NT-D,1st,42,1
69,2019,SEBC,1st,48,1
100,2019,NT-C,1st,42,1
67,2019,NT-C,1st,42,1
83,2019,NT-C,1st,42,1
39,2019,EBC,1st,56,0
72,2019,NT-C,1st,42,1
62,2019,Open,1st,76,0
54,2019,OBC,1st,69,0
35,2019,EBC,1st,56,0
37,2019,ST,1st,52,0
40,2019,ST,1st,52,0
95,2019,EBC,1st,56,1
54,2019,VJ-A,1st,63,0
53,2019,OBC,1st,69,0
86,2019,SBC,1st,68,1
43,2019,SEBC,1st,48,0
57,2019,OBC,1st,69,0
90,2019,NT-D,1st,42,1
74,2019,SEBC,1st,48,1
64,2019,SBC,1st,68,0
44,2019,NT-D,1st,42,1
84,2019,NT-C,1st,42,1
56,2019,SEBC,1st,48,1
52,2019,Open,1st,76,0
63,2019,Open,1st,76,0
99,2019,Open,1st,76,1
70,2019,EBC,1st,56,1
45,2019,SC,1st,42,1
48,2019,Open,1st,76,0
43,2019,NT-D,1st,42,1
48,2019,NT-B,1st,45,1
68,2019,NT-D,1st,42,1
43,2019,SEBC,1st,48,0
85,2019,NT-C,1st,42,1
97,2019,ST,1st,52,1
36,2019,SC,1st,42,0
42,2019,NT-C,1st,42,0
69,2019,OBC,1st,69,0
79,2019,OBC,1st,69,1
90,2019,EBC,1st,56,1
98,2019,VJ-A,1st,63,1
95,2019,SC,1st,42,1
51,2019,VJ-A,1st,63,0
75,2019,ST,1st,52,1
72,2019,ST,1st,52,1
90,2019,EBC,1st,56,1
75,2019,SC,1st,42,1
58,2019,Open,1st,76,0
78,2019,SEBC,1st,48,1
40,2019,NT-B,1st,45,0
56,2019,NT-B,1st,45,1
62,2019,SEBC,1st,48,1
60,2019,OBC,1st,69,0
88,2019,VJ-A,1st,63,1
63,2019,Open,1st,76,0
98,2019,SEBC,1st,48,1
56,2019,NT-C,1st,42,1
38,2019,VJ-A,1st,63,0
97,2019,NT-B,1st,45,1
60,2019,SEBC,1st,48,1
90,2019,OBC,1st,69,1
45,2019,ST,1st,52,0
65,2019,ST,1st,52,1
51,2019,OBC,1st,69,0
71,2019,EBC,1st,56,1
100,2019,NT-C,1st,42,1
47,2019,SC,1st,42,1
68,2019,NT-B,1st,45,1
61,2019,NT-D,1st,42,1
100,2019,NT-B,1st,45,1
60,2019,SBC,1st,68,0
44,2019,NT-C,1st,42,1
48,2019,SEBC,1st,48,0
91,2019,SBC,1st,68,1
78,2019,SC,1st,42,1
43,2019,Open,1st,76,0
68,2019,NT-B,1st,45,1
84,2019,NT-C,1st,42,1
86,2019,NT-D,1st,42,1
96,2019,Open,1st,76,1
68,2019,SBC,1st,68,0
58,2019,NT-B,1st,45,1
66,2019,SEBC,1st,48,1
78,2019,NT-B,1st,45,1
48,2019,SEBC,1st,48,0
71,2019,OBC,1st,69,1
70,2019,SC,1st,42,1
62,2019,NT-D,1st,42,1
74,2019,SEBC,1st,48,1
67,2019,SEBC,1st,48,1
43,2019,SEBC,1st,48,0
90,2019,Open,1st,76,1
41,2019,NT-C,1st,42,0
80,2019,OBC,1st,69,1
89,2019,VJ-A,1st,63,1
90,2019,Open,1st,76,1
81,2019,OBC,1st,69,1
68,2019,NT-D,1st,42,1
37,2019,SC,1st,42,0
67,2019,SEBC,1st,48,1
54,2019,ST,1st,52,1
74,2019,OBC,1st,69,1
39,2019,VJ-A,1st,63,0
47,2019,SC,1st,42,1
87,2019,SEBC,1st,48,1
83,2019,NT-D,1st,42,1
90,2019,NT-B,1st,45,1
40,2019,Open,1st,76,0
51,2019,SEBC,1st,48,1
45,2019,SBC,1st,68,0
74,2019,NT-D,1st,42,1
81,2019,Open,1st,76,1
75,2019,NT-C,1st,42,1
61,2019,NT-D,1st,42,1
46,2019,VJ-A,1st,63,0
93,2019,EBC,1st,56,1
78,2019,EBC,1st,56,1
69,2019,SBC,1st,68,1
36,2019,OBC,1st,69,0
86,2019,Open,1st,76,1
59,2019,ST,1st,52,1
98,2019,SBC,1st,68,1
93,2019,NT-C,1st,42,1
50,2019,OBC,1st,69,0
91,2019,OBC,1st,69,1
72,2019,SEBC,1st,48,1
97,2019,VJ-A,1st,63,1
46,2019,SC,1st,42,1
76,2019,NT-D,1st,42,1
36,2019,SEBC,1st,48,0
82,2019,NT-B,1st,45,1
78,2019,SEBC,1st,48,1
86,2019,SC,1st,42,1
74,2019,OBC,1st,69,1
39,2019,NT-C,1st,42,0
43,2019,Open,1st,76,0
38,2019,NT-D,1st,42,0
100,2019,ST,1st,52,1
44,2019,SEBC,1st,48,0
91,2019,SEBC,1st,48,1
91,2019,SEBC,1st,48,1
95,2019,NT-D,1st,42,1
68,2019,NT-B,1st,45,1
90,2019,NT-B,1st,45,1
95,2019,SBC,1st,68,1
53,2019,NT-B,1st,45,1
49,2019,VJ-A,1st,63,0
76,2019,NT-C,1st,42,1
88,2019,NT-C,1st,42,1
47,2019,ST,1st,52,0
82,2019,NT-B,1st,45,1
44,2019,SEBC,1st,48,0
94,2019,SEBC,1st,48,1
82,2019,SEBC,1st,48,1
50,2019,SC,1st,42,1
39,2019,OBC,1st,69,0
84,2019,NT-D,1st,42,1
81,2019,NT-D,1st,42,1
49,2019,SBC,1st,68,0
60,2019,Open,1st,76,0
39,2019,VJ-A,1st,63,0
79,2019,SC,1st,42,1
66,2019,OBC,1st,69,0
86,2019,ST,1st,52,1
98,2019,Open,1st,76,1
61,2019,NT-B,1st,45,1
50,2019,ST,1st,52,0
44,2019,Open,1st,76,0
95,2019,Open,1st,76,1
35,2019,SC,1st,42,0
37,2019,NT-D,1st,42,0
64,2019,SBC,1st,68,0
92,2019,ST,1st,52,1
55,2019,SC,1st,42,1
94,2019,SBC,1st,68,1
69,2019,SC,1st,42,1
44,2019,Open,1st,76,0
94,2019,EBC,1st,56,1
42,2019,NT-D,1st,42,0
56,2019,NT-D,1st,42,1
37,2019,SBC,1st,68,0
95,2019,NT-B,1st,45,1
54,2019,SBC,1st,68,0
53,2019,VJ-A,1st,63,0
65,2019,SC,1st,42,1
100,2019,NT-B,1st,45,1
97,2019,Open,1st,76,1
41,2019,SC,1st,42,0
73,2019,SC,1st,42,1
48,2019,NT-B,1st,45,1
42,2019,NT-C,1st,42,0
94,2019,SC,1st,42,1
49,2019,EBC,1st,56,0
51,2019,SBC,1st,68,0
63,2019,OBC,1st,69,0
68,2019,OBC,1st,69,0
40,2019,EBC,1st,56,0
48,2019,OBC,1st,69,0
92,2019,Open,1st,76,1
58,2019,ST,1st,52,1
64,2019,OBC,1st,69,0
81,2019,SBC,1st,68,1
56,2019,ST,1st,52,1
37,2019,NT-D,1st,42,0
60,2019,VJ-A,1st,63,0
54,2019,NT-D,1st,42,1
98,2019,NT-D,1st,42,1
79,2019,NT-B,1st,45,1
98,2019,SC,1st,42,1
76,2019,NT-C,1st,42,1
93,2019,SEBC,1st,48,1
37,2019,Open,1st,76,0
92,2019,VJ-A,1st,63,1
59,2019,NT-C,1st,42,1
98,2019,NT-D,1st,42,1
57,2019,SEBC,1st,48,1
41,2019,NT-D,1st,42,0
41,2019,SBC,1st,68,0
64,2019,NT-D,1st,42,1
41,2019,NT-C,1st,42,0
52,2019,OBC,1st,69,0
46,2019,SBC,1st,68,0
97,2019,Open,1st,76,1
60,2019,NT-B,1st,45,1
76,2019,VJ-A,1st,63,1
83,2019,SBC,1st,68,1
67,2019,SBC,1st,68,0
46,2019,VJ-A,1st,63,0
83,2019,EBC,1st,56,1
51,2019,SBC,1st,68,0
90,2019,NT-D,1st,42,1
52,2019,NT-D,1st,42,1
89,2019,SC,1st,42,1
51,2019,SC,1st,42,1
44,2019,EBC,1st,56,0
38,2019,NT-B,1st,45,0
76,2019,NT-C,1st,42,1
86,2019,OBC,1st,69,1
62,2019,VJ-A,1st,63,0
49,2019,OBC,1st,69,0
42,2019,EBC,1st,56,0
36,2019,VJ-A,1st,63,0
69,2019,Open,1st,76,0
79,2019,NT-B,1st,45,1
82,2019,NT-B,1st,45,1
89,2019,EBC,1st,56,1
46,2019,SC,1st,42,1
57,2019,NT-B,1st,45,1
55,2019,NT-B,1st,45,1
47,2019,ST,1st,52,0
70,2019,NT-C,1st,42,1
77,2019,EBC,1st,56,1
82,2019,OBC,1st,69,1
59,2019,ST,1st,52,1
43,2019,SC,1st,42,1
62,2019,NT-D,1st,42,1
93,2019,SC,1st,42,1
51,2019,Open,1st,76,0
39,2019,Open,2nd,60,0
80,2019,SBC,2nd,59,1
40,2019,OBC,2nd,59,0
72,2019,EBC,2nd,49,1
87,2019,EBC,2nd,49,1
86,2019,EBC,2nd,49,1
65,2019,EBC,2nd,49,1
65,2019,NT-D,2nd,38,1
57,2019,NT-C,2nd,37,1
68,2019,EBC,2nd,49,1
74,2019,NT-D,2nd,38,1
87,2019,NT-B,2nd,40,1
81,2019,NT-C,2nd,37,1
52,2019,NT-B,2nd,40,1
78,2019,ST,2nd,47,1
41,2019,ST,2nd,47,0
83,2019,SC,2nd,37,1
72,2019,ST,2nd,47,1
78,2019,NT-D,2nd,38,1
35,2019,SBC,2nd,59,0
86,2019,SEBC,2nd,40,1
62,2019,NT-C,2nd,37,1
79,2019,NT-D,2nd,38,1
96,2019,EBC,2nd,49,1
88,2019,EBC,2nd,49,1
53,2019,VJ-A,2nd,58,0
69,2019,SBC,2nd,59,1
92,2019,SC,2nd,37,1
98,2019,VJ-A,2nd,58,1
52,2019,NT-D,2nd,38,1
48,2019,SBC,2nd,59,0
90,2019,SC,2nd,37,1
92,2019,OBC,2nd,59,1
87,2019,ST,2nd,47,1
43,2019,Open,2nd,60,0
36,2019,ST,2nd,47,0
98,2019,NT-B,2nd,40,1
98,2019,SC,2nd,37,1
94,2019,VJ-A,2nd,58,1
97,2019,VJ-A,2nd,58,1
45,2019,ST,2nd,47,0
55,2019,EBC,2nd,49,1
53,2019,SC,2nd,37,1
68,2019,SBC,2nd,59,1
50,2019,NT-B,2nd,40,1
35,2019,NT-D,2nd,38,0
53,2019,SEBC,2nd,40,1
86,2019,OBC,2nd,59,1
52,2019,NT-D,2nd,38,1
37,2019,EBC,2nd,49,0
57,2019,NT-B,2nd,40,1
93,2019,SBC,2nd,59,1
71,2019,Open,2nd,60,1
66,2019,Open,2nd,60,1
38,2019,NT-D,2nd,38,0
84,2019,ST,2nd,47,1
71,2019,SC,2nd,37,1
46,2019,Open,2nd,60,0
85,2019,EBC,2nd,49,1
78,2019,Open,2nd,60,1
100,2019,SEBC,2nd,40,1
46,2019,NT-C,2nd,37,1
52,2019,OBC,2nd,59,0
